ACONIF,LobaOreg,DegreeDays,etpjyy,mindyy,taveyy,Aspect,Slope,Elevation,PctBroadLeafCov,PctConifCov,PctVegCov,TreeBiomass,ForestType,EvapoTransAve,EvapoTransDiff,MoistIndexAve,MoistIndexDiff,PrecipAve,PrecipDiff,RelHumidAve,RelHumidDiff,PotGlobRadAve,PotGlobRadDiff,AveTempAve,AveTempDiff,DayTempAve,DayTempDiff,MaxTempAve,MaxTempDiff,MinTempAve,MinTempDiff,AmbVapPressAve,AmbVapPressDiff,VapPressDefAve,VapPressDefDiff,SatVapPressAve,SatVapPressDiff,TempAve,TempDiff,VapPressAve,VapPressDiff,TransAspect
116.6683,0,21793,20.333,1266,575.75,315,7,1307,0,100,100,111,201,20.33333333,-16,1266.333333,1426.833333,1888,937.5,625.6666667,64.83333333,18381.41667,-8239.25,575.9166667,-456.5833333,694.75,-486.25,1136.916667,-597.0833333,14.41666667,-316.25,640,-147.3333333,435.8333333,-204.8333333,1075.833333,-352.1666667,605.5,-464.0416667,717.2222222,-234.7777778,0.370590518
95.05754,1,22778,19.917,1178.75,605.167,344,10,1244,0,100,100,158,201,19.91666667,-15.91666667,1179.083333,1378.25,1788.083333,891.4166667,615.6666667,65.33333333,16961.08333,-8452.416667,605.3333333,-466.5,728.3333333,-497.1666667,1186.833333,-611.1666667,23.08333333,-322.0833333,644.5833333,-150.75,458.3333333,-216,1102.916667,-366.75,635.8958333,-474.2291667,735.2777778,-244.5,0.152670848
108.8678,0,30437,26.417,245.333,828.583,95,2,879,8,75,84,80,221,26.41666667,-19.41666667,245.75,1118.75,1053.083333,525.0833333,567.0833333,65.58333333,18905.5,-8163.333333,828.6666667,-512.8333333,974.75,-547.25,1519.083333,-675.0833333,137.9166667,-350.4166667,702.25,-175.9166667,610.1666667,-287.6666667,1312.416667,-463.5833333,865.1041667,-521.3958333,874.9444444,-309.0555556,0.28869086
25.68569,0,22469,23.417,1243.833,601.167,201,12,1274,26,74,100,176,201,23.41666667,-16.91666667,1244.166667,1490.833333,1959.75,973.4166667,630.9166667,64.25,22112.58333,-6850.416667,601.3333333,-452.1666667,718.4166667,-481.5833333,1153.5,-590.6666667,48.91666667,-313.9166667,655.75,-149.4166667,435.8333333,-203.8333333,1091.583333,-353.25,630.5416667,-459.5833333,727.7222222,-235.5,0.993844166
76.99719,0,27215,25.25,136.75,734.75,176,5,1057,23,33,56,44,221,25.25,-18.75,137.1666667,1007.166667,908.75,433.75,574,63.5,20036.66667,-7801.5,734.9166667,-508.25,876.6666667,-541,1405,-663.1666667,64.33333333,-353.5,667.25,-169.5833333,561.9166667,-264.4166667,1229.166667,-434,770.2291667,-516.4791667,819.4444444,-289.3333333,0.914518774
42.49426,1,29866,18.417,1340,815.833,43,29,810,17,77,93,180,301,18.41666667,-14.58333333,1340.25,1366.916667,1903.25,920.9166667,646.1666667,60.83333333,13082.91667,-7730.083333,815.8333333,-435.3333333,928.5,-462.6666667,1348.166667,-564.3333333,283.3333333,-306.1666667,773.1666667,-168.1666667,473.5833333,-212.4166667,1246.75,-380.5833333,843.9583333,-442.125,831.1666667,-253.7222222,0.012814967
230.2608,1,22787,15.5,1393.75,617.083,332,32,1159,0,100,98,224,201,15.5,-13,1393.916667,1278.083333,1868.083333,880.25,664.75,56.75,12875.5,-7653.333333,617.25,-429.0833333,720.3333333,-454.1666667,1105.833333,-546.1666667,128.25,-312.25,694.6666667,-156.6666667,390.5833333,-175.75,1085.25,-332.4166667,642.9166667,-435.4166667,723.5,-221.6111111,0.235040406
208.8047,1,34605,25.5,690.167,944.833,142,4,469,1,93,90,125,201,25.5,-17.16666667,690.5833333,1212.75,1469.416667,687.75,643.4166667,64.58333333,17252,-7184.166667,944.8333333,-464.5,1060,-494,1489.5,-603.1666667,400,-325.8333333,841.25,-191.4166667,525.8333333,-244.5,1367.083333,-435.9166667,973.5833333,-471.875,911.3888889,-290.6111111,0.687303281
124.1107,0,23444,21.833,823.75,628.833,265,13,1095,54,0,54,146,201,21.83333333,-16.5,824.1666667,1257.666667,1491.333333,753.1666667,656.25,60.41666667,19104.58333,-7799.583333,629,-459.8333333,735.9166667,-486.5833333,1134.25,-585.5833333,123.25,-334.4166667,695,-166.6666667,409.6666667,-192.3333333,1104.666667,-359,655.6041667,-466.6041667,736.4444444,-239.3333333,0.786788247
304.5714,0,24076,20.917,985.25,652,5,11,1052,52,14,66,106,201,20.91666667,-16.41666667,985.5833333,1293.25,1625.083333,791.25,666.1666667,58.66666667,17553.5,-8392.5,652.1666667,-450.8333333,755.4166667,-476.4166667,1140.333333,-571.5,163.6666667,-330.3333333,714.75,-168.75,401.4166667,-186.25,1116.166667,-355,677.8958333,-457.2708333,744.1111111,-236.6666667,0.046846105
80.92328,0,24584,22.75,419.25,650.833,91,3,1080,48,51,99,62,267,22.75,-17.58333333,419.6666667,1114.833333,1115.166667,577.3333333,639.1666667,57.16666667,18919.33333,-8068.166667,651,-501,764.6666667,-527.5,1187.916667,-626.25,113.4166667,-376.0833333,696.3333333,-186.6666667,441.3333333,-209,1137.666667,-395.6666667,679.25,-507.7083333,758.4444444,-263.7777778,0.257595182
31.29862,0,18073,14.667,1623.833,443,48,21,1425,19,62,80,118,201,14.66666667,-12.66666667,1624,1418.666667,2073.166667,1031.333333,696.0833333,50.75,14247.66667,-8398.5,443.25,-440.4166667,533.75,-461.25,869.75,-540.5833333,16.16666667,-340.6666667,646.4166667,-159.5833333,312.75,-143.0833333,959.1666667,-302.6666667,465.7291667,-445.7291667,639.4444444,-201.7777778,0.024471741
97.54048,1,29997,25.667,813.833,818,306,3,714,20,75,95,138,201,25.66666667,-18.16666667,814.25,1311.25,1598.333333,755.8333333,660.5,57.83333333,18682.33333,-8323.833333,818,-463.3333333,924.9166667,-489.0833333,1323.083333,-584.75,312.6666667,-341.5,794.75,-190.75,455.9166667,-209.0833333,1250.666667,-399.8333333,844.6666667,-469.6666667,833.7777778,-266.5555556,0.447735809
156.0702,1,31266,30,1277.667,855.333,160,26,630,21,69,90,122,301,30,-17.66666667,1278,1550.666667,2194,1010.333333,661.1666667,56.16666667,22794.25,-6235.583333,855.3333333,-452,962.1666667,-477,1359.916667,-569.75,350.4166667,-334.25,814.5833333,-190.9166667,463,-207.1666667,1277.583333,-398.0833333,881.9583333,-458.25,851.7222222,-265.3888889,0.82139379
444.2351,1,35361,24.333,1200.083,965.5,342,9,383,4,92,94,175,201,24.33333333,-18.33333333,1200.333333,1451,1944,890.3333333,650.25,58.25,15313.91667,-8600.25,965.5,-464.1666667,1077.916667,-490.75,1496,-589.1666667,435.0833333,-338.9166667,863.9166667,-203.4166667,517.5833333,-232.9166667,1381.5,-436.3333333,993.625,-470.75,921,-290.8888889,0.165434731
58.61778,0,31084,24,1645.25,849,199,15,644,3,91,93,137,201,24,-17.83333333,1645.5,1657.333333,2379,1111.833333,656.0833333,56.41666667,16754.58333,-8744.25,849,-454.3333333,957.8333333,-479.5,1363.333333,-573.3333333,334.5,-335,805.4166667,-189.4166667,469,-209.6666667,1274.416667,-399.0833333,876.1666667,-460.5416667,849.6111111,-266.0555556,0.990813587
40.78584,0,25688,19.333,2067.083,698.083,331,21,881,0,100,100,88,201,19.33333333,-15.5,2067.25,1772.75,2658.416667,1298.583333,656.3333333,55.33333333,15068.33333,-8386,698.1666667,-445.8333333,805.4166667,-470.5833333,1205,-561.6666667,191.0833333,-329.9166667,727.4166667,-171.5833333,422.0833333,-187.75,1149.5,-359.3333333,724.9166667,-452,766.3333333,-239.5555556,0.242481001
50.16384,0,30328,24.833,1446.167,826.5,62,4,606,34,52,86,94,201,24.83333333,-18,1446.416667,1714.583333,2205.333333,1164.166667,645.75,59.75,17968.08333,-8228.416667,826.5,-469.5,939.4166667,-496.5833333,1359.75,-597.5833333,293.25,-341.0833333,782.6666667,-188.3333333,480.75,-220.25,1263.416667,-408.5833333,854.7291667,-476.1875,842.2777778,-272.3888889,0.075975949
15.11828,0,29535,18.167,1743.667,806.5,358,28,697,0,100,100,110,201,18.16666667,-15.5,1743.916667,1657.416667,2299.666667,1183.666667,650.25,57.08333333,12419.58333,-8568.916667,806.5,-456.6666667,917.25,-482.4166667,1330,-578.1666667,282.8333333,-334.8333333,776.25,-183.9166667,464.5833333,-208.25,1240.833333,-392.1666667,834.1458333,-463.0208333,827.2222222,-261.4444444,0.075975978
138.8635,1,28721,23.833,1452.083,783.417,266,26,676,0,96,97,173,201,23.83333333,-16.66666667,1452.333333,1701.5,2180.75,1191.916667,647.1666667,59.66666667,18165.25,-7238.083333,783.4166667,-468.4166667,895.4166667,-495.25,1311.666667,-595.5,255,-340.8333333,761.9166667,-183.9166667,465.0833333,-213.5833333,1227,-397.5,811.375,-475,818,-265,0.779596481
121.2267,0,19684,19.5,1631.833,493.333,264,12,1229,1,97,96,126,270,19.5,-15.66666667,1632.083333,1700.75,2228.916667,1222.25,658.0833333,59.75,19556.25,-7739.916667,493.5833333,-463.4166667,598.75,-489.25,989.5,-586.1666667,-2.833333333,-341,635.4166667,-157.4166667,370.1666667,-174.3333333,1005.583333,-331.75,519.75,-469.9583333,670.3888889,-221.1666667,0.793892654
199.5567,0,18574,18.5,1695.75,449.667,275,2,1309,0,100,100,156,264,18.5,-15.5,1696,1710.5,2262.416667,1237.083333,661.6666667,59.33333333,19263.66667,-8030.5,450,-462.1666667,553.5,-487.5,938.0833333,-582.9166667,-39.08333333,-341.75,619.5,-154.3333333,355.1666667,-167.5,974.6666667,-321.8333333,475.625,-468.5833333,649.7777778,-214.5555556,0.711309164
66.29879,0,21352,21.417,1196.583,546.417,147,5,1122,11,85,96,131,201,21.41666667,-16.75,1196.916667,1554.416667,1852.333333,1043,647.0833333,61.25,20517.25,-7632.583333,546.6666667,-478.5,656.5833333,-505.75,1065.083333,-606.9166667,27.58333333,-350.5833333,650.1666667,-164.6666667,399.1666667,-189.6666667,1049.333333,-354.3333333,573.9791667,-485.4375,699.5555556,-236.2222222,0.726995234
26.44861,0,22878,20.417,1003.917,595.5,28,9,1030,37,63,100,88,201,20.41666667,-16.58333333,1004.333333,1443.166667,1629.083333,936.75,635.3333333,63.5,17718.91667,-8330.916667,595.75,-492.5833333,710.9166667,-521.5833333,1139.25,-628.5833333,51.58333333,-357.25,662.1666667,-170.1666667,430.4166667,-206.75,1092.583333,-376.9166667,624.375,-500,728.3888889,-251.2777778,0.000304586
245.5344,1,29661,23.75,1275,809.5,346,13,649,9,92,100,150,201,23.75,-17.58333333,1275.416667,1638.916667,2001.083333,1101.25,647.5,58,17200.83333,-8353.166667,809.5,-466.8333333,921.3333333,-493.1666667,1337.75,-590.5833333,281.1666667,-342.8333333,776.4166667,-188.0833333,471,-213.6666667,1247.416667,-401.75,837.4375,-473.3541667,831.6111111,-267.8333333,0.140330133
82.22815,1,31996,19.833,1389.833,873,331,17,531,0,100,100,176,201,19.83333333,-16.16666667,1390.166667,1590.833333,1996.75,1096.583333,643.8333333,58.5,13089.41667,-8306.416667,873,-468.1666667,987,-494.8333333,1411.833333,-594.1666667,333.6666667,-341.6666667,805.4166667,-193.4166667,497.1666667,-224.8333333,1302.583333,-418.25,901.375,-474.7083333,868.3888889,-278.8333333,0.242481001
72.27943,0,22456,20.583,1412.167,592.833,0,9,1038,27,51,79,133,201,20.58333333,-16.08333333,1412.416667,1600.083333,2041.75,1108.25,659.0833333,56.41666667,18041.66667,-8298.333333,593,-464,698.5,-488.8333333,1090.75,-581.4166667,94.41666667,-346.75,681.9166667,-169.9166667,392.9166667,-180.75,1074.833333,-350.6666667,619.1666667,-470.25,716.5555556,-233.7777778,0.066987296
192.7102,0,12910,14.917,1233,201.5,196,9,1757,100,100,100,55,264,14.91666667,-13.25,1233.333333,1346.666667,1690,941.6666667,668.5,58.5,21186.33333,-7352.833333,201.9166667,-463.4166667,300.5,-487.8333333,667.25,-580.0833333,-264.5,-347.5,527.3333333,-136.3333333,293,-141.1666667,820.3333333,-277.5,226.2916667,-469.7083333,546.8888889,-185,0.985147857
168.6595,1,28602,23.917,962.667,780.333,20,22,680,0,100,100,148,201,23.91666667,-18.41666667,963.0833333,1505.083333,1694.083333,942.0833333,638.1666667,59.33333333,17293.91667,-9132.25,780.4166667,-479.5833333,895.8333333,-507,1325.333333,-608.1666667,235.25,-350.9166667,752.8333333,-187.1666667,477.5833333,-219.9166667,1230.416667,-407.0833333,809.2083333,-486.4166667,820.2777778,-271.3888889,0.007596123
25.40082,0,18816,18.667,982.667,454.167,327,3,1313,14,72,86,45,281,18.66666667,-15.66666667,983,1308,1554.416667,829.5833333,656.75,54.41666667,18791.33333,-8148.666667,454.5,-476.1666667,559.3333333,-500.1666667,950.0833333,-589.75,-42,-363,620.75,-163.75,360.4166667,-167.4166667,981.1666667,-331.1666667,480.4791667,-482.2708333,654.1111111,-220.7777778,0.27300479
136.0209,0,29595,20.5,1193.667,808.167,279,29,667,0,100,100,159,201,20.5,-15.33333333,1193.916667,1397.416667,1820.5,928.5,651.8333333,51.5,15026.25,-7456.25,808.1666667,-452.3333333,918,-475.8333333,1327,-563.1666667,289.0833333,-341.25,780.9166667,-188.4166667,458.1666667,-198.3333333,1239.083333,-386.75,835.5625,-458.1458333,826.0555556,-257.8333333,0.679184009
81.39899,0,29752,19.083,968.333,812,20,25,643,0,100,100,220,201,19.08333333,-16.08333333,968.6666667,1289.166667,1552.25,797.4166667,639.0833333,53.91666667,12947,-8481.833333,812,-474.3333333,926.9166667,-499.5833333,1355.25,-592.75,268.5833333,-355.5833333,771.5,-194,481.75,-214.4166667,1253.25,-408.4166667,840.6875,-480.5625,835.5,-272.2777778,0.007596123
139.9701,0,14861,12.25,1115.667,278.333,1,26,1657,0,100,100,66,264,12.25,-11.58333333,1115.916667,1160.916667,1491,806.5,680.4166667,46.08333333,13186.91667,-8634.916667,278.75,-483.0833333,373.0833333,-502.75,723.9166667,-577.4166667,-167.5,-389.5,571.75,-163.0833333,293.75,-135.25,865.5,-298.3333333,302.0625,-488.1875,577,-198.8888889,0.062690144
75.41084,0,21103,17.667,1498.333,559,64,28,1173,8,91,99,140,201,17.66666667,-14,1498.583333,1430.916667,2038.666667,1002.666667,674.3333333,44.16666667,16202.75,-7575.75,559.1666667,-439.6666667,657.9166667,-459.0833333,1025.5,-531.8333333,92.33333333,-347.8333333,681.3333333,-170.8333333,356.3333333,-150.3333333,1037.666667,-321.1666667,583.7291667,-444.6041667,691.7777778,-214.1111111,0.085481211
232.6667,0,25157,25.333,699.583,674.417,214,24,882,39,3,42,88,201,25.33333333,-18.16666667,700,1341.333333,1473.75,785.75,648.8333333,52,21788.91667,-7078.916667,674.5833333,-488.0833333,784.3333333,-512.1666667,1193.333333,-600.8333333,155.1666667,-375.5,715.9166667,-191.5833333,428.4166667,-194.75,1144.333333,-386.3333333,701.8541667,-494.1458333,762.8888889,-257.5555556,0.998782027
62.7636,0,25792,24.333,-4.667,684.333,171,2,1432,0,100,97,77,221,24.33333333,-18.5,-4.25,955.25,739.5,389.6666667,542.5,56.83333333,19824.41667,-7870.75,684.5,-521.1666667,839.6666667,-553,1416,-671.8333333,-47.25,-370.4166667,618.3333333,-165.8333333,586.9166667,-269.0833333,1205.25,-434.9166667,723.2291667,-529.1041667,803.5,-289.9444444,0.888572968
0,0,23975,23.25,251.25,630.333,156,3,1524,36,0,36,67,281,23.25,-17.75,251.6666667,1057.833333,962.25,515.0833333,561.25,55.75,20092.91667,-7779.583333,630.5,-501,776.4166667,-530.75,1318.583333,-642.5833333,-58,-359.3333333,612.9166667,-160.0833333,537.0833333,-242.9166667,1150,-403,666.875,-508.4166667,766.6666667,-268.6666667,0.793892611
149.6237,1,37031,32.083,55.333,1013.083,191,13,694,36,96,97,261,201,32.08333333,-19.75,55.75,1106.916667,1035.333333,502.6666667,576.4166667,62.58333333,20997.33333,-7415.166667,1013.083333,-471.4166667,1157.166667,-503.8333333,1693.416667,-624.0833333,332.5833333,-318.4166667,801,-180.3333333,660.9166667,-292.9166667,1461.916667,-473.25,1049.0625,-479.4375,974.6111111,-315.5,0.97275928
165.208,0,32687,29.333,622.917,893.5,119,12,954,0,92,92,98,201,29.33333333,-18,623.3333333,1319.833333,1518.833333,769.1666667,605.25,53.58333333,21242.5,-7245.833333,893.5,-431.8333333,1023,-458.3333333,1504.833333,-556.5,282.1666667,-306.8333333,773.1666667,-169.1666667,554.3333333,-230,1327.5,-399.1666667,925.875,-438.375,885,-266.1111111,0.491273784
25.73964,0,23787,20.833,757,646.5,272,24,1416,7,75,80,309,201,20.83333333,-15.83333333,757.3333333,1169.833333,1394,685.5,601.8333333,51.16666667,17945.16667,-7879.5,646.6666667,-441.8333333,774.5833333,-467.5833333,1251.25,-561.9166667,41.75,-321.75,654.5,-153,476.5833333,-201.75,1131.083333,-354.75,678.5625,-448.2708333,754.0555556,-236.5,0.734735813
168.6958,0,22367,18.75,861.75,601.75,29,13,1503,2,96,97,177,201,18.75,-15.25,862.0833333,1170.75,1435.583333,704.4166667,603,50.66666667,15949.25,-8666.583333,601.9166667,-441.0833333,728.75,-466.4166667,1202.083333,-559.4166667,1.25,-323.0833333,636.1666667,-149.6666667,460.8333333,-195.1666667,1097,-344.8333333,633.5,-447.5,731.3333333,-229.8888889,7.62E-05
188.0123,0,26510,23.25,575.917,723.667,285,10,1268,1,97,97,112,201,23.25,-17.25,576.3333333,1149,1286.75,621.4166667,589.5,56.5,18469.41667,-8044.583333,723.75,-460.75,858,-489.5,1358.916667,-595.25,88,-326.1666667,676.0833333,-159.0833333,524.1666667,-230,1200.25,-389.0833333,757.1666667,-467.9166667,800.1666667,-259.3888889,0.629409559
166.5221,0,31207,21.417,600,852.667,49,26,997,2,93,95,174,201,21.41666667,-16.41666667,600.4166667,1093.916667,1254.916667,591.9166667,591.25,59.08333333,14893.5,-8065.5,852.6666667,-457.1666667,987.75,-486.9166667,1491.833333,-597.1666667,213.25,-316.9166667,736.9166667,-166.75,567.9166667,-248.9166667,1304.833333,-415.6666667,886.375,-464.5416667,869.8888889,-277.1111111,0.027240711
68.10962,0,27300,22.833,540.833,742.417,63,14,1209,11,85,97,111,201,22.83333333,-17.33333333,541.25,1125.25,1239.083333,595.25,584.25,58.58333333,17521.91667,-8278.083333,742.5,-470.3333333,879.5833333,-500.25,1389.583333,-611.0833333,95.33333333,-329.5,679.3333333,-161.1666667,540.6666667,-241.1666667,1220,-402.3333333,776.75,-477.7916667,813.3333333,-268.2222222,0.080664713
234.6328,0,18905,15.5,809.833,464.417,2,16,1715,0,100,100,158,270,15.5,-13.66666667,810.1666667,1070.166667,1284.666667,652.5,584.75,50.08333333,14585.83333,-8601.833333,464.75,-461.9166667,598,-487.6666667,1093.416667,-584.0833333,-164.8333333,-340.3333333,566,-141.6666667,444.5,-192.8333333,1010.5,-334.5,497.8333333,-468.5,673.6666667,-223,0.058526202
0,0,35264,28.083,423.667,964.333,262,22,742,4,79,82,119,201,28.08333333,-18.58333333,424.0833333,1180.916667,1281.666667,612.6666667,599.75,58.58333333,18799.08333,-7848.583333,964.3333333,-441.8333333,1097.166667,-471,1591.75,-578.9166667,336.5833333,-304.5833333,801.75,-172.9166667,593.5833333,-253.75,1395.333333,-426.6666667,997.4583333,-449.0833333,930.2222222,-284.4444444,0.807830765
176.0539,0,33088,27.5,363.25,903.167,84,12,885,4,88,93,140,201,27.5,-18.83333333,363.6666667,1139.833333,1203.666667,564,585.75,62.41666667,19069.91667,-7822.916667,903.1666667,-469.6666667,1041.833333,-501.3333333,1557.666667,-619,248.5833333,-319.75,755.25,-171.9166667,600,-269.1666667,1355.25,-441.0833333,937.8125,-477.4375,903.5,-294.0555556,0.206107367
55.87314,0,25573,23.083,507.083,693.25,292,2,1301,14,74,87,112,281,23.08333333,-17.58333333,507.5,1123.666667,1213,586,580.75,57.41666667,18900.83333,-8111.333333,693.4166667,-474.75,831.25,-504.4166667,1345,-614.3333333,41.25,-335.25,654.5,-158.5,528.6666667,-236.1666667,1183.166667,-394.6666667,727.7291667,-482.1875,788.7777778,-263.1111111,0.569586589
240.1078,0,20992,22.167,867.167,557.833,164,20,1535,4,92,96,280,201,22.16666667,-16.33333333,867.5,1236.166667,1545.833333,737.6666667,608,47.5,22718.75,-6440.416667,558.0833333,-432.75,682.4166667,-456.5833333,1146,-544.5,-30.5,-321.6666667,621.75,-146.0833333,438.9166667,-181.9166667,1060.666667,-328,589,-438.875,707.1111111,-218.6666667,0.847329171
84.9869,0,29292,27.167,637.917,798.25,226,16,1057,2,96,98,172,201,27.16666667,-17.16666667,638.3333333,1218.333333,1468,693.3333333,606.3333333,53.66666667,21275.91667,-7058.083333,798.25,-433.5833333,926.1666667,-460,1403.083333,-557.9166667,193.1666667,-309.1666667,726.25,-161.0833333,519.6666667,-217.8333333,1245.916667,-378.9166667,830.1666667,-440.1666667,830.6111111,-252.6111111,0.980630856
165.6705,0,19810,18.167,1040,518.583,53,16,1599,6,79,84,105,270,18.16666667,-14.83333333,1040.333333,1215.333333,1596.416667,762.25,611.5,46,17801.33333,-8140,518.8333333,-427.1666667,641.25,-449.75,1097.333333,-533.8333333,-60.16666667,-321,608.6666667,-143,421.9166667,-172.75,1030.583333,-315.75,549.3125,-432.9375,687.0555556,-210.5,0.039747572
100.3333,0,26803,22.417,923.167,729.417,67,20,1168,29,4,33,211,201,22.41666667,-16.08333333,923.5,1249.666667,1608.5,757.8333333,613.0833333,49.75,17915.16667,-7936.333333,729.4166667,-424.25,853.6666667,-448.6666667,1316.666667,-539.1666667,142.0833333,-309.25,701.0833333,-156.4166667,484.4166667,-198.0833333,1185.5,-354.5,760.4583333,-430.3333333,790.3333333,-236.3333333,0.100682242
160.6754,0,18264,19.083,978.333,454.25,247,20,1724,0,100,100,174,270,19.08333333,-15.08333333,978.6666667,1216.666667,1562.833333,756,606,46.16666667,20607.25,-7228.75,454.5,-439,578.5,-462,1040.25,-548.0833333,-132.0833333,-330.4166667,579,-140.8333333,412.25,-172.25,991.25,-313.0833333,485.2916667,-444.875,660.8333333,-208.7222222,0.899317774
107.5455,0,20192,19.333,683.583,507.5,297,3,1633,9,49,58,86,281,19.33333333,-16,683.9166667,1122.916667,1275.666667,634.1666667,579.9166667,51.58333333,18679.16667,-8150.166667,507.75,-471.75,643.5,-498.6666667,1149.166667,-598.3333333,-134.1666667,-345.8333333,578.75,-146.4166667,465.3333333,-204.3333333,1044.083333,-350.75,541.5625,-478.6458333,696.0555556,-233.8333333,0.526168018
78.86101,0,23161,22,350.667,604.833,96,1,1458,45,45,90,41,281,22,-17.66666667,351.0833333,1053.083333,1024.333333,513.6666667,558.3333333,54.83333333,19397.83333,-7993.666667,605.0833333,-496.5833333,751.75,-526.5833333,1297.5,-637.6666667,-88.08333333,-356.0833333,598.6666667,-155.1666667,530.4166667,-238.5833333,1129.083333,-393.75,641.5625,-504.2291667,752.7222222,-262.5,0.296631669
15,0,31960,28.583,506.917,873.333,203,6,895,9,75,83,128,201,28.58333333,-18.08333333,507.3333333,1199.5,1380.083333,646.4166667,602.6666667,58,20864.75,-7342.083333,873.3333333,-444.5,1004,-473,1490.916667,-578.9166667,255.6666667,-309.6666667,758.5,-167.1666667,555.5,-239.3333333,1314,-406.5,905.9791667,-451.5208333,876,-271,0.996273073
168.3947,0,20139,20.333,316.833,491.833,166,5,1657,33,4,37,46,221,20.33333333,-16.83333333,317.25,1003.416667,939.6666667,489.5,559.25,52.41666667,20389.08333,-7683.75,492.1666667,-497,636.8333333,-525.5,1174.75,-631.5833333,-191.25,-363.0833333,556.5833333,-148.0833333,489.6666667,-220,1046.25,-368.0833333,528.125,-504.2916667,697.5,-245.3888889,0.859669886
26.5,0,32812,29.75,368.833,895.167,252,22,808,3,93,96,95,201,29.75,-18.25,369.25,1144.75,1277.5,586.5,598.9166667,58.91666667,21501.33333,-6869,895.1666667,-454.5,1027.666667,-483.6666667,1521.416667,-592.4166667,268.5833333,-316.0833333,765.8333333,-171.6666667,571.5,-249.5,1337.333333,-421.1666667,928.2083333,-461.6666667,891.5555556,-280.7777778,0.871572435
103.1429,0,24652,23.083,230.667,653.75,87,1,1356,14,37,51,23,281,23.08333333,-17.75,231.0833333,1009.416667,936.5833333,466.5833333,555.1666667,55,19286,-8001.833333,653.9166667,-503.9166667,802.8333333,-534,1356.25,-646.75,-48.66666667,-361,616.0833333,-161.0833333,553.6666667,-249.6666667,1169.75,-410.75,691.0833333,-511.4166667,779.8333333,-273.8333333,0.227680475
72.05198,0,22280,20.417,211.833,568.667,1,5,1510,0,92,92,48,221,20.41666667,-16.91666667,212.25,948.0833333,837.0833333,431.4166667,553.4166667,53.58333333,18141.58333,-8288.75,568.9166667,-504.4166667,717,-534,1269.25,-643.75,-132.25,-365.4166667,581,-154.8333333,524.6666667,-236.6666667,1105.666667,-391.5,605.7291667,-511.8958333,737.1111111,-261,0.062690144
83.59245,1,30833,18.917,859.5,841.583,0,19,889,0,100,99,176,201,18.91666667,-15.75,859.8333333,1139.166667,1438.333333,657.6666667,611.9166667,53.75,13000.75,-8501.083333,841.5833333,-428.5833333,967.6666667,-454.8333333,1437.333333,-551.6666667,245.5833333,-305.4166667,753.0833333,-164.0833333,525.3333333,-218.8333333,1278.416667,-382.9166667,873.0416667,-435.125,852.2777778,-255.2777778,0.066987296
149.0307,0,19178,18.667,873.5,471.583,284,4,1667,0,100,100,190,270,18.66666667,-15.66666667,873.8333333,1196,1445.333333,717.5,592.8333333,50.66666667,18933,-7931.166667,471.9166667,-466.5833333,601.8333333,-492.5,1085.5,-588.6666667,-142.4166667,-345.25,575.5,-145.8333333,438.4166667,-192.25,1013.916667,-338.0833333,504.2083333,-473.25,675.9444444,-225.3888889,0.637818714
129.7233,0,30845,29.167,391,841.667,205,27,926,3,89,93,188,201,29.16666667,-18.16666667,391.4166667,1142.416667,1282.083333,586.9166667,593.8333333,57.83333333,21817.66667,-7047.333333,841.6666667,-463.8333333,975.75,-492.9166667,1474.833333,-600.8333333,208.4166667,-326.4166667,735.0833333,-170.9166667,561,-246.1666667,1296.083333,-417.0833333,875.1666667,-471,864.0555556,-278.0555556,0.998097347
67.41126,0,18522,16,1062.417,448.917,13,15,1711,5,47,50,140,270,16,-14,1062.75,1195.583333,1552.666667,767.6666667,601.9166667,50.58333333,15103.5,-8929.166667,449.25,-459.25,575.5,-484.5,1044.416667,-578.25,-146.6666667,-341,573.6666667,-143.6666667,420.75,-184.0833333,994.4166667,-327.75,480.625,-465.75,662.9444444,-218.5,0.021847621
127.6947,0,23476,23.083,260.583,612.917,200,6,1428,29,55,84,52,221,23.08333333,-18.08333333,261,1036.5,967.3333333,484.5,561,54.33333333,20984.25,-7447.583333,613.1666667,-502.8333333,758.8333333,-532.5,1300.666667,-642.5,-74.91666667,-363.75,605.25,-159.9166667,530.5,-239.6666667,1135.75,-399.5833333,649.4375,-510.3958333,757.1666667,-266.3888889,0.992403872
146.2554,0,40724,24.333,785,1115.583,316,16,110,30,88,100,120,201,24.33333333,-15.83333333,785.4166667,1335.25,1528.083333,851.0833333,673.8333333,21.5,15374,-8056.166667,1115.583333,-271.75,1218,-282.1666667,1600.083333,-320.25,630.5833333,-223.4166667,970.6666667,-149.8333333,481.9166667,-117.4166667,1452.583333,-267.25,1141.0625,-274.3958333,968.3888889,-178.1666667,0.362181363
117.9392,1,28446,20.083,770.583,775.25,303,27,1042,7,70,77,193,201,20.08333333,-15.25,770.9166667,1114.083333,1384.666667,647.6666667,604.0833333,56.25,14977.83333,-7600.5,775.25,-452.9166667,904.25,-480.5833333,1384.583333,-583.75,165.5833333,-321.75,713.25,-164.25,520.25,-226.25,1233.5,-390.5,807.4166667,-459.75,822.3333333,-260.3333333,0.473832062
