id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
13210,57,2084,3,4,3,4,3,2,3,3,3,2,3,1,3,1,0,2,neutral or dissatisfied
31077,29,641,0,0,0,3,4,0,4,4,4,3,1,4,5,4,0,0,satisfied
34755,56,264,2,4,4,4,2,2,2,2,1,4,2,2,3,2,0,0,neutral or dissatisfied
60891,37,420,2,2,2,2,2,2,2,2,3,4,5,4,5,2,14,39,neutral or dissatisfied
73502,25,1197,5,0,5,2,5,3,3,4,5,4,5,3,4,3,154,149,satisfied
10327,57,3582,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
90094,23,983,2,2,2,3,2,2,3,2,3,3,3,1,3,2,0,0,neutral or dissatisfied
79416,25,502,2,2,2,4,3,2,3,3,2,1,4,2,3,3,18,13,neutral or dissatisfied
98342,29,1046,5,5,5,5,5,4,5,5,5,3,4,4,5,5,0,0,satisfied
10554,45,2150,3,3,3,3,2,5,5,3,3,3,3,3,3,5,34,35,satisfied
74817,12,1188,1,5,1,1,2,1,2,2,4,5,3,5,4,2,0,2,neutral or dissatisfied
120053,32,237,3,3,3,3,4,3,2,4,3,2,5,3,4,4,0,43,neutral or dissatisfied
69288,44,2968,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0,satisfied
97200,58,1211,1,1,0,3,5,0,5,5,3,4,4,3,3,5,9,22,neutral or dissatisfied
45203,49,2496,3,5,2,5,5,1,1,3,3,3,3,4,3,1,44,31,neutral or dissatisfied
129132,49,3618,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0,satisfied
39727,34,298,4,2,2,2,4,4,4,4,1,4,4,2,3,4,0,0,satisfied
37564,37,3444,3,3,3,3,3,5,2,4,4,4,4,2,4,4,0,0,satisfied
118326,25,602,1,0,1,4,5,1,5,5,4,5,4,3,4,5,0,0,neutral or dissatisfied
100389,37,1073,3,4,4,4,2,4,2,2,3,4,5,3,5,2,0,0,neutral or dissatisfied
65506,27,1303,4,5,4,1,2,4,2,2,4,2,4,2,4,2,0,0,neutral or dissatisfied
74094,47,769,2,2,2,5,2,2,2,2,5,5,5,4,4,2,0,0,neutral or dissatisfied
59007,59,1744,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0,satisfied
105632,60,3301,2,2,2,2,2,4,5,4,4,4,4,3,4,4,19,27,satisfied
59032,24,1726,3,1,1,1,3,2,3,3,1,2,3,1,4,3,2,0,neutral or dissatisfied
5418,40,589,3,3,3,2,2,3,2,2,3,4,5,5,4,2,21,6,satisfied
110905,22,581,3,3,3,3,3,3,4,3,2,5,3,1,3,3,1,2,neutral or dissatisfied
98945,44,1778,2,2,2,2,2,5,5,4,4,4,4,4,4,5,23,20,satisfied
37810,32,1028,2,2,2,3,4,2,4,4,2,1,3,2,4,4,69,63,neutral or dissatisfied
16940,45,1776,3,2,2,2,3,4,4,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
112638,31,639,4,1,4,4,1,4,1,1,2,2,3,3,3,1,0,7,neutral or dissatisfied
112380,59,3243,3,3,3,3,4,4,4,5,5,5,5,5,5,4,57,44,satisfied
102377,25,258,3,4,3,3,5,3,2,5,3,2,5,5,1,5,1,5,neutral or dissatisfied
125132,68,361,4,4,4,5,3,4,3,3,5,4,4,5,5,3,0,0,satisfied
3099,25,594,0,2,0,4,2,2,2,2,4,3,3,2,4,2,0,3,satisfied
102558,8,236,1,4,1,4,3,1,3,3,5,5,5,5,5,3,9,14,neutral or dissatisfied
126687,56,2402,4,4,4,4,4,3,4,5,5,5,5,3,5,3,26,0,satisfied
42322,26,817,1,2,1,2,4,1,4,4,2,2,2,4,3,4,0,0,neutral or dissatisfied
2990,52,522,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,4,satisfied
102781,60,2385,5,5,5,5,5,4,5,4,4,4,4,3,4,4,15,0,satisfied
47909,56,3912,1,1,1,1,5,3,3,4,4,3,1,3,4,1,29,20,neutral or dissatisfied
26745,54,859,1,4,1,3,4,5,4,3,3,1,2,3,3,3,0,6,neutral or dissatisfied
8699,17,227,2,1,2,4,1,2,1,1,1,3,4,4,4,1,0,0,neutral or dissatisfied
136,43,2029,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,15,satisfied
95403,39,239,4,5,4,3,3,4,3,3,3,4,4,5,4,3,61,57,neutral or dissatisfied
14586,25,986,2,2,2,4,2,2,2,2,2,4,3,1,4,2,4,10,neutral or dissatisfied
118660,45,304,3,4,3,4,4,3,2,4,3,4,4,2,4,4,23,21,neutral or dissatisfied
26291,22,1199,4,4,4,4,4,4,4,4,5,1,2,1,2,4,0,33,satisfied
19874,16,2912,5,5,5,5,5,5,5,5,5,4,5,3,4,5,0,0,satisfied
47113,70,3405,4,4,4,4,2,1,3,2,2,2,2,2,2,2,11,0,satisfied
26413,30,1249,5,4,4,4,5,5,5,5,2,1,4,2,1,5,1,0,satisfied
23807,33,374,2,4,2,4,4,2,4,4,3,5,4,5,4,4,0,24,neutral or dissatisfied
53657,32,2762,2,2,4,2,3,3,3,3,5,2,4,5,5,3,0,0,satisfied
54780,52,854,2,5,1,3,4,1,4,4,3,3,4,4,5,4,0,0,neutral or dissatisfied
36903,30,2072,3,4,4,4,3,3,3,3,2,1,4,2,4,3,56,79,neutral or dissatisfied
30055,39,183,3,5,3,2,1,3,1,1,4,1,4,5,1,1,0,0,neutral or dissatisfied
93237,39,1694,3,4,2,4,2,2,5,2,3,1,4,1,1,2,6,3,neutral or dissatisfied
34021,60,1598,2,2,2,4,5,4,4,4,4,2,4,1,4,4,0,0,neutral or dissatisfied
3052,58,2529,3,3,3,3,5,4,5,3,3,4,3,4,3,4,0,0,satisfied
68626,40,2433,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0,satisfied
77784,30,696,2,5,2,3,5,2,5,5,4,3,4,4,4,5,4,0,neutral or dissatisfied
18571,44,201,2,2,2,2,1,2,5,5,5,5,5,5,5,4,0,0,satisfied
89098,42,1947,5,5,5,5,5,4,4,5,5,5,5,5,5,4,3,0,satisfied
126711,46,2521,3,3,3,3,5,3,5,5,4,3,4,3,4,5,0,0,neutral or dissatisfied
72895,21,1096,1,3,1,3,5,1,1,5,2,1,4,1,4,5,31,33,neutral or dissatisfied
8306,51,3596,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0,satisfied
79018,33,356,2,3,3,2,4,3,4,4,5,2,5,3,5,4,0,0,neutral or dissatisfied
52591,37,119,3,5,5,5,3,3,3,3,3,2,4,2,4,3,3,1,neutral or dissatisfied
824,54,2538,0,0,0,1,4,5,4,4,4,4,4,3,4,3,0,1,satisfied
42625,44,2913,2,2,2,2,3,2,5,3,3,4,3,4,3,2,0,0,satisfied
104537,72,856,4,4,4,4,4,4,4,4,2,3,3,2,4,4,20,3,satisfied
45319,43,188,3,2,4,4,5,4,5,5,3,4,4,2,3,5,0,0,neutral or dissatisfied
116198,34,417,3,5,3,3,2,3,5,2,5,5,2,4,5,2,0,0,neutral or dissatisfied
120322,23,268,1,3,0,3,2,0,2,2,3,2,4,2,3,2,0,0,neutral or dissatisfied
89016,54,1947,1,3,3,3,5,3,2,1,1,1,1,3,1,1,5,0,neutral or dissatisfied
97468,14,822,2,1,2,1,2,3,2,2,1,4,3,1,4,2,26,13,neutral or dissatisfied
117414,52,1460,1,1,4,1,5,4,4,5,5,5,5,3,5,3,0,1,satisfied
26999,30,1998,3,3,3,3,5,5,5,5,1,2,5,3,5,5,0,0,satisfied
60793,53,1922,4,4,4,4,4,4,4,4,4,4,4,3,4,5,25,44,satisfied
81993,8,1535,1,3,3,3,1,1,1,1,2,2,3,3,3,1,36,6,neutral or dissatisfied
90687,51,581,3,1,1,1,4,4,3,3,3,3,3,2,3,3,0,0,neutral or dissatisfied
80909,23,352,4,2,4,3,5,4,5,5,3,3,4,1,4,5,1,10,neutral or dissatisfied
121064,46,3270,5,5,5,5,4,5,4,4,4,4,4,5,4,4,0,0,satisfied
64280,44,3856,3,3,2,3,3,5,4,4,4,4,4,3,4,4,0,0,satisfied
54795,20,775,3,3,3,4,5,3,3,5,3,5,5,2,3,5,0,0,neutral or dissatisfied
3126,23,1013,5,2,5,2,2,5,2,2,1,4,2,4,2,2,0,0,satisfied
51715,69,355,4,4,4,3,3,4,3,3,5,4,4,3,4,3,0,0,satisfied
76658,63,516,1,4,1,4,3,5,5,3,3,1,3,4,3,5,0,0,neutral or dissatisfied
13735,25,441,3,1,3,3,5,3,5,5,2,5,4,3,3,5,21,12,neutral or dissatisfied
24230,27,302,2,4,2,3,3,2,3,3,3,1,3,2,3,3,17,56,neutral or dissatisfied
99923,24,764,2,3,3,1,4,3,4,4,5,5,5,3,5,4,3,0,neutral or dissatisfied
112342,27,850,3,3,3,2,1,3,1,1,3,2,5,3,4,1,0,2,neutral or dissatisfied
47836,37,1953,2,2,2,2,4,5,2,2,2,2,2,1,2,4,0,0,satisfied
15820,26,246,4,4,5,4,4,4,3,4,3,3,2,4,2,4,0,0,satisfied
37566,39,674,5,5,5,1,3,5,3,3,3,4,3,1,2,3,85,96,satisfied
5717,65,299,3,4,5,4,2,5,4,5,5,5,2,5,5,4,22,28,neutral or dissatisfied
4305,27,502,2,2,2,2,3,2,3,3,4,4,5,5,5,3,0,0,neutral or dissatisfied
94899,80,277,4,4,4,5,1,3,2,3,3,4,3,3,3,1,34,33,satisfied
56512,55,937,5,5,5,5,3,5,4,4,4,5,4,3,4,3,18,6,satisfied
48281,29,236,3,2,3,3,3,3,5,3,1,2,4,2,3,3,0,0,neutral or dissatisfied
83967,55,2917,2,2,2,2,5,5,5,4,4,4,4,4,4,4,0,12,satisfied
50157,33,1503,5,2,2,2,5,4,5,5,3,1,2,4,3,5,8,8,neutral or dissatisfied
25842,28,2137,5,5,4,5,4,4,4,4,1,1,5,1,4,4,0,0,satisfied
99832,43,587,3,3,3,4,3,3,3,3,3,5,4,4,4,3,0,0,neutral or dissatisfied
115911,55,308,4,4,4,4,1,4,1,1,2,5,3,4,3,1,97,94,neutral or dissatisfied
63420,49,447,4,5,4,2,5,5,5,2,2,4,3,3,2,3,0,0,satisfied
101451,38,345,1,1,1,1,3,5,5,5,5,4,5,5,5,4,0,0,satisfied
52512,53,2475,1,1,1,1,1,5,2,4,4,4,5,4,4,3,0,2,satisfied
31017,18,391,2,5,2,3,4,2,4,4,3,3,5,1,5,4,12,6,neutral or dissatisfied
70901,24,1721,2,2,2,2,2,2,2,2,2,5,2,4,4,2,12,39,neutral or dissatisfied
23034,40,927,3,3,3,1,5,3,5,5,4,3,1,2,4,5,0,0,neutral or dissatisfied
24778,11,528,1,0,1,4,3,1,1,3,1,5,4,1,5,3,0,0,neutral or dissatisfied
95654,53,2435,3,4,4,4,2,2,3,3,3,3,3,1,3,3,36,37,neutral or dissatisfied
101779,25,1521,2,5,2,4,3,2,3,3,3,3,5,3,4,3,23,44,neutral or dissatisfied
76095,49,669,5,4,4,3,5,4,5,5,5,4,5,4,4,5,8,0,satisfied
7951,47,594,3,3,3,3,4,5,4,5,5,5,5,4,5,3,0,0,satisfied
40486,54,461,3,5,3,2,3,3,1,5,5,3,5,3,5,5,0,3,neutral or dissatisfied
43640,23,3130,5,5,5,5,1,2,1,1,4,5,3,2,4,1,35,53,satisfied
85829,27,666,2,4,2,5,2,2,2,2,3,3,4,4,4,2,25,1,neutral or dissatisfied
11058,16,201,2,2,2,3,2,2,2,2,2,2,3,4,4,2,43,34,neutral or dissatisfied
88275,46,594,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,0,satisfied
58266,54,2650,3,3,3,3,5,5,5,3,4,4,4,5,3,5,143,148,satisfied
123583,43,1773,3,2,3,4,5,4,3,3,3,3,3,1,3,3,7,0,neutral or dissatisfied
114625,44,417,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,0,satisfied
8652,27,227,1,2,2,3,5,2,5,5,3,4,4,5,5,5,0,0,neutral or dissatisfied
121742,32,1475,2,5,2,3,3,2,1,3,4,4,4,4,5,3,6,0,neutral or dissatisfied
123689,45,214,3,3,3,4,3,3,3,3,2,1,5,1,2,3,8,5,neutral or dissatisfied
105423,40,452,4,4,4,4,3,4,4,3,3,4,4,4,4,3,61,68,neutral or dissatisfied
101723,37,986,4,4,4,4,5,5,4,4,4,4,4,3,4,5,23,4,satisfied
25536,49,516,1,5,1,4,5,5,5,4,4,1,4,4,4,5,12,0,neutral or dissatisfied
100392,20,1092,4,4,4,3,1,4,1,1,4,2,3,2,3,1,6,7,neutral or dissatisfied
68388,41,2956,3,3,3,3,4,5,5,5,5,4,5,4,5,5,0,0,satisfied
95098,39,239,3,4,3,3,4,3,4,4,3,3,4,3,4,4,0,0,neutral or dissatisfied
122962,25,468,3,0,3,2,1,3,1,1,5,4,4,4,4,1,15,9,neutral or dissatisfied
58961,29,1723,2,2,2,2,4,4,4,4,5,4,4,4,5,4,2,17,satisfied
116956,34,621,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0,satisfied
109484,24,834,1,1,1,4,5,1,5,5,3,3,4,1,3,5,0,0,neutral or dissatisfied
76135,43,689,2,2,2,2,4,5,5,5,5,5,5,3,5,3,13,5,satisfied
82101,21,1276,3,1,3,2,4,3,4,4,1,4,3,4,2,4,4,6,neutral or dissatisfied
14052,67,335,2,3,3,3,2,3,2,2,4,1,4,2,3,2,0,0,neutral or dissatisfied
104856,35,327,3,1,1,1,3,4,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
56116,18,1400,3,3,3,3,5,5,5,5,5,4,4,5,5,5,0,20,satisfied
41304,22,1624,3,3,4,3,4,5,4,4,4,1,3,5,3,4,0,0,satisfied
18506,27,201,3,0,3,1,4,3,1,4,3,1,1,5,3,4,18,18,neutral or dissatisfied
73821,41,1754,2,5,2,2,4,5,4,2,2,2,2,3,2,4,5,14,satisfied
51188,39,373,2,2,2,1,5,2,5,5,2,2,2,4,2,5,0,0,neutral or dissatisfied
53044,25,1208,3,2,2,3,5,2,5,5,2,3,1,4,3,5,0,0,neutral or dissatisfied
15952,16,528,2,5,2,1,5,2,5,5,3,5,5,3,5,5,0,0,neutral or dissatisfied
20885,36,134,4,5,3,3,4,4,4,4,3,4,1,2,2,4,0,0,satisfied
26533,41,990,4,1,1,1,4,4,4,4,2,5,2,1,2,4,12,12,neutral or dissatisfied
18713,23,190,5,2,5,4,1,5,1,1,3,4,3,1,4,1,83,90,satisfied
7295,35,135,3,0,3,4,1,3,1,1,3,4,5,5,5,1,0,16,neutral or dissatisfied
3969,32,764,0,4,0,4,3,0,1,3,3,4,4,4,5,3,0,0,satisfied
115625,30,2142,1,1,1,1,4,4,4,4,4,3,4,5,5,4,19,24,satisfied
111662,13,1864,4,4,4,4,5,5,5,5,4,4,4,4,5,5,10,18,satisfied
5811,23,273,4,3,4,3,3,4,5,3,1,4,4,2,4,3,0,0,satisfied
44014,57,397,3,5,3,2,5,3,5,5,4,2,4,3,4,5,0,0,neutral or dissatisfied
111289,24,479,5,5,5,5,4,4,4,4,3,2,5,4,5,4,20,24,satisfied
2283,50,925,1,1,1,1,2,4,5,5,5,5,5,5,5,3,0,0,satisfied
101317,51,3765,5,5,4,5,4,5,5,5,5,5,5,5,5,3,5,1,satisfied
3670,34,427,3,3,3,2,3,3,3,3,3,5,4,3,5,3,12,0,neutral or dissatisfied
88884,22,859,3,3,3,2,2,3,2,2,3,4,4,5,4,2,70,64,neutral or dissatisfied
105408,68,369,2,2,2,2,5,5,5,4,4,4,4,4,4,5,8,5,satisfied
58571,56,1806,5,5,5,5,5,4,4,5,5,5,5,3,5,4,4,0,satisfied
57965,25,1911,2,4,2,1,5,2,5,5,5,2,4,3,5,5,40,65,neutral or dissatisfied
96792,46,3840,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,6,satisfied
104112,34,297,2,5,5,1,2,5,2,2,5,2,4,5,5,2,9,0,neutral or dissatisfied
120919,36,2048,2,2,2,2,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
87383,53,2651,5,5,5,5,5,4,5,4,4,4,4,5,4,3,0,0,satisfied
62607,30,1744,4,1,4,3,2,4,2,2,4,5,2,3,4,2,0,0,neutral or dissatisfied
126691,40,2402,5,5,5,5,2,5,5,3,3,3,3,4,3,3,32,11,satisfied
10785,26,2697,4,5,5,5,4,4,4,4,3,3,4,3,4,4,0,0,neutral or dissatisfied
92166,57,2079,3,3,3,3,5,3,4,4,4,4,4,5,4,4,0,0,satisfied
52077,44,438,4,2,2,2,4,4,4,4,3,3,2,5,3,4,0,9,satisfied
13074,32,936,1,2,1,3,4,1,4,4,3,1,3,4,4,4,4,0,neutral or dissatisfied
55278,52,1585,2,3,4,3,3,3,4,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
62799,15,2338,0,4,0,3,4,0,3,4,2,3,3,2,3,4,0,5,satisfied
3688,60,2667,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0,satisfied
229,33,213,5,5,5,5,4,5,5,5,5,5,4,5,5,3,0,0,satisfied
45704,43,852,5,1,1,1,4,4,1,5,5,5,5,3,5,2,13,27,satisfied
116869,44,3764,2,2,2,2,2,4,4,4,4,4,4,3,4,5,56,42,satisfied
90372,60,2438,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,satisfied
103871,7,1056,4,4,4,5,1,4,1,1,1,1,1,2,5,1,21,15,neutral or dissatisfied
44522,20,157,4,4,4,4,3,3,4,3,2,4,3,3,4,3,2,14,neutral or dissatisfied
79700,24,762,2,4,2,3,3,2,3,3,3,2,4,3,4,3,0,0,neutral or dissatisfied
66204,78,2708,5,5,5,5,5,4,5,5,5,5,5,3,5,4,0,0,satisfied
39557,30,965,2,2,2,2,4,4,4,4,5,3,3,4,5,4,0,0,satisfied
12182,52,675,5,1,1,1,5,5,5,5,1,2,5,3,5,5,0,2,satisfied
25587,52,874,2,5,5,5,1,2,2,2,2,2,2,2,2,4,15,21,neutral or dissatisfied
76080,23,707,2,4,4,4,2,2,1,2,4,1,3,3,4,2,0,0,neutral or dissatisfied
6204,9,501,1,1,1,4,1,1,1,2,4,3,4,1,2,1,80,133,neutral or dissatisfied
38737,36,387,5,2,2,2,5,5,5,5,3,5,4,1,2,5,0,0,satisfied
104277,66,1749,5,4,5,2,1,5,1,1,4,3,4,3,4,1,2,0,satisfied
72642,69,1121,2,4,2,5,4,5,5,1,1,2,1,3,1,5,0,0,neutral or dissatisfied
123817,43,3700,2,3,2,2,5,4,5,4,4,4,4,3,4,5,0,11,satisfied
112981,36,1476,4,5,4,2,4,4,4,4,5,3,3,5,4,4,3,0,neutral or dissatisfied
71736,59,1723,3,5,5,5,4,3,3,3,3,3,3,4,3,2,0,0,neutral or dissatisfied
77154,17,1865,1,2,1,2,4,1,4,4,4,1,2,4,2,4,13,5,neutral or dissatisfied
70398,16,1562,4,4,4,4,4,4,4,4,2,5,3,2,3,4,22,16,neutral or dissatisfied
13598,44,227,3,4,3,3,4,4,5,3,3,3,3,4,3,3,0,0,neutral or dissatisfied
44007,46,2235,2,5,2,5,2,4,4,2,2,2,2,1,2,1,0,1,neutral or dissatisfied
121671,37,328,3,3,2,4,3,2,3,3,1,2,3,2,4,3,15,7,neutral or dissatisfied
115185,35,342,3,3,3,3,3,3,3,3,3,2,4,1,3,3,22,28,neutral or dissatisfied
52114,44,351,3,5,2,4,3,2,2,3,3,3,4,5,4,3,0,0,neutral or dissatisfied
101958,60,628,4,3,3,3,4,4,4,4,2,1,3,3,4,4,7,0,neutral or dissatisfied
107144,35,668,4,4,4,3,4,4,4,4,3,3,5,4,5,4,82,87,neutral or dissatisfied
89485,39,1931,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,7,satisfied
15695,24,192,3,2,2,2,2,2,3,2,3,1,3,2,4,2,67,64,neutral or dissatisfied
62744,50,2447,2,2,2,2,4,4,4,3,5,5,5,4,5,4,7,13,satisfied
82370,50,3929,3,3,3,3,3,4,5,4,4,4,4,5,4,3,18,5,satisfied
51376,65,109,3,5,0,1,1,0,1,1,2,2,3,1,4,1,1,0,neutral or dissatisfied
16238,62,946,2,3,2,3,3,4,3,3,3,2,2,2,3,4,0,0,neutral or dissatisfied
66950,46,985,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0,satisfied
122039,46,130,0,4,0,3,3,4,4,5,5,5,5,3,5,4,0,0,satisfied
104984,27,337,3,3,3,3,3,3,3,3,3,5,5,3,4,3,5,1,neutral or dissatisfied
21144,21,227,4,4,0,1,3,0,5,3,5,4,4,3,5,3,0,0,satisfied
54121,47,1569,4,4,4,4,2,5,3,4,4,4,4,4,4,2,0,0,satisfied
24314,46,479,4,4,4,4,4,4,5,4,4,4,4,3,4,2,0,0,satisfied
97154,21,990,1,1,1,3,2,1,2,2,2,3,1,4,1,2,3,0,neutral or dissatisfied
86955,25,907,5,4,5,5,3,5,3,3,5,2,5,5,5,3,0,0,satisfied
70158,64,550,1,4,1,5,4,5,4,5,5,1,5,3,5,4,10,0,neutral or dissatisfied
40122,61,200,1,5,0,2,4,0,3,4,3,5,5,4,5,4,8,13,neutral or dissatisfied
93363,55,836,3,5,4,2,4,4,4,4,4,4,4,5,5,4,0,0,neutral or dissatisfied
71524,30,2787,2,2,2,2,4,4,4,4,4,2,5,5,5,4,0,0,satisfied
70889,23,1721,2,5,2,5,2,2,5,2,3,5,4,5,4,2,0,4,neutral or dissatisfied
107964,27,825,1,1,1,3,3,1,3,3,5,5,5,3,5,3,2,0,neutral or dissatisfied
8867,54,3183,2,2,2,2,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
32480,60,101,4,3,3,3,5,4,5,5,5,2,4,4,2,5,0,0,satisfied
117186,23,370,2,1,1,1,5,1,5,5,1,2,1,1,1,5,7,0,neutral or dissatisfied
76611,52,3739,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,4,satisfied
87885,11,143,0,2,0,4,3,0,3,3,2,1,3,2,4,3,0,0,satisfied
53056,53,1208,2,3,2,4,5,2,5,5,3,2,4,1,4,5,8,13,neutral or dissatisfied
81810,12,1487,2,3,3,3,2,3,2,2,3,4,4,2,3,2,0,16,neutral or dissatisfied
24528,38,492,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
40245,20,531,2,0,2,2,2,2,1,2,3,1,3,2,4,2,0,0,neutral or dissatisfied
60300,33,406,1,1,1,1,4,4,4,4,3,5,4,3,5,4,0,0,satisfied
33125,63,216,4,2,4,4,4,4,4,4,4,2,4,2,4,4,2,2,neutral or dissatisfied
20919,22,721,2,2,2,2,3,2,3,3,1,1,1,2,5,3,5,0,neutral or dissatisfied
66162,55,3782,3,1,3,3,2,5,4,4,4,4,4,4,4,4,0,0,satisfied
85989,55,2271,2,2,2,2,5,5,4,5,5,5,5,4,5,3,1,0,satisfied
7690,67,641,3,4,3,2,4,3,5,4,4,5,5,5,4,4,13,8,neutral or dissatisfied
26813,42,224,3,3,5,3,5,5,4,4,4,4,4,3,4,5,0,0,satisfied
6762,26,235,4,4,4,1,1,4,1,1,4,4,4,3,4,1,0,0,neutral or dissatisfied
59351,48,2447,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0,0,satisfied
54265,49,1222,2,1,2,4,5,2,5,5,3,1,3,2,3,5,0,0,neutral or dissatisfied
113877,68,1592,3,5,3,5,3,3,2,3,3,5,5,4,5,3,6,1,neutral or dissatisfied
102549,23,386,4,4,2,2,5,2,5,5,4,4,4,5,5,5,0,1,neutral or dissatisfied
96806,55,2555,4,4,4,4,3,4,4,4,4,4,4,5,4,4,7,11,satisfied
1416,15,312,3,4,3,1,4,3,3,4,3,5,5,4,5,4,5,0,neutral or dissatisfied
66140,68,583,3,4,3,4,3,3,3,3,4,4,5,3,4,3,144,149,neutral or dissatisfied
3382,34,2184,0,0,0,4,3,5,4,2,2,5,5,5,2,4,0,0,satisfied
24258,15,134,1,2,1,4,2,1,2,2,1,5,3,1,3,2,1,0,neutral or dissatisfied
20911,28,689,1,5,1,1,4,4,4,4,2,2,3,4,2,4,0,0,satisfied
69881,21,2248,5,5,5,5,5,5,5,5,4,2,4,4,4,5,14,0,satisfied
95132,66,323,1,4,1,2,3,1,3,2,2,1,2,5,2,2,1,2,neutral or dissatisfied
14251,33,1027,5,2,2,2,5,5,5,5,5,1,1,2,2,5,0,0,satisfied
4892,54,408,1,5,1,5,5,5,4,5,5,1,1,4,5,4,0,0,neutral or dissatisfied
37574,46,628,3,2,2,2,3,3,3,3,2,5,4,4,3,3,0,0,neutral or dissatisfied
53339,29,1452,5,3,3,3,5,5,5,5,4,3,4,3,5,5,2,5,satisfied
38239,48,1050,3,3,3,1,1,3,1,1,5,3,4,1,3,1,0,0,neutral or dissatisfied
63042,19,967,1,1,2,2,1,2,1,1,3,4,3,4,3,1,26,27,neutral or dissatisfied
48625,37,845,4,5,4,3,3,4,4,3,3,4,5,4,4,3,0,0,neutral or dissatisfied
122496,23,930,2,5,2,4,5,2,5,5,5,4,5,5,4,5,2,1,neutral or dissatisfied
110650,48,1005,3,3,3,1,5,3,5,5,3,5,5,3,4,5,32,41,neutral or dissatisfied
10677,52,308,1,3,3,3,1,1,1,1,4,4,3,2,3,1,1,2,neutral or dissatisfied
101513,17,345,5,0,5,4,4,5,4,4,1,4,1,3,1,4,0,0,satisfied
68515,10,1303,3,3,3,3,4,3,4,4,3,5,3,3,4,4,45,65,neutral or dissatisfied
100299,44,971,3,5,5,5,3,3,3,3,1,3,3,4,3,3,0,0,neutral or dissatisfied
110522,35,3252,5,5,5,5,5,4,4,2,2,2,2,4,2,5,0,0,satisfied
78496,56,2076,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
51881,41,3738,2,2,2,2,5,4,4,2,2,2,2,3,2,3,46,34,neutral or dissatisfied
84226,60,432,5,2,5,3,5,3,3,1,1,5,1,4,1,3,0,0,satisfied
25821,31,1747,2,0,2,1,1,2,1,1,4,2,5,3,5,1,9,5,neutral or dissatisfied
70184,40,2245,3,3,2,3,5,4,5,4,4,4,4,4,4,3,0,0,satisfied
20092,59,3548,3,3,3,3,2,3,3,5,5,5,5,4,5,5,0,0,satisfied
126689,18,969,1,1,1,3,5,1,5,5,4,4,5,5,4,5,0,0,neutral or dissatisfied
44681,35,67,1,2,1,3,1,1,1,1,4,3,3,3,3,1,49,56,neutral or dissatisfied
14352,16,429,3,5,3,3,1,3,1,1,2,5,2,5,4,1,0,0,neutral or dissatisfied
80974,38,297,3,3,3,5,3,3,2,3,4,4,5,4,5,3,0,0,neutral or dissatisfied
68025,26,304,3,4,3,1,1,3,1,1,4,3,4,4,5,1,7,17,neutral or dissatisfied
101973,47,628,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0,neutral or dissatisfied
90382,43,2993,4,4,4,4,5,5,5,4,5,4,5,5,3,5,135,135,satisfied
75659,43,304,2,4,2,4,1,2,1,1,5,3,5,4,5,1,0,0,neutral or dissatisfied
121166,72,902,3,3,3,5,4,3,4,4,1,2,5,1,3,4,0,0,neutral or dissatisfied
8219,20,402,3,5,3,1,4,3,4,4,4,5,5,3,4,4,0,0,neutral or dissatisfied
94440,48,239,3,4,3,3,5,5,4,4,4,4,4,3,4,5,7,1,satisfied
21270,50,692,0,4,0,4,3,4,5,2,2,0,2,4,2,5,0,0,satisfied
97175,9,1211,2,0,2,5,5,2,5,5,1,2,2,5,4,5,0,14,neutral or dissatisfied
67829,39,1038,2,2,2,3,3,2,3,3,2,1,3,3,4,3,0,0,neutral or dissatisfied
121752,55,449,3,3,3,3,2,4,4,5,5,5,5,3,5,4,109,106,satisfied
